Assignment 8 - Question 1 Aggregation Report

facility_name	provider_name	years_experience	facility_mean_experience	facility_std_experience	facility_zscore_experience	facility_total_service_charge
Surgical Specialty Center	Jamie Williams	5	20.778181818181817	11.35813247735185	-1.3891528250479168	349909.18
Community Health Clinic	Sam Wilson	36	20.16078431372549	11.04401051893677	1.434190565023057	334992.21
Northside Urgent Care	Taylor Davis	16	20.137014314928425	10.581438670904161	-0.39096898291382587	297283.06
Regional Medical Center	Sam Miller	33	20.209205020920503	11.57593465333748	1.1049470614791141	316284.98
Cardiology Specialty Center	Jamie Miller	10	19.31972789115646	10.484611924077868	-0.8888958369316221	276658.83
Pediatric Care Center	Morgan Miller	15	19.811676082862522	10.999242478915267	-0.43745522403803255	361811.04
Pediatric Care Center	Casey Jones	21	19.811676082862522	10.999242478915267	0.10803688703248487	361811.04
Emergency Medical Center	Drew Wilson	25	19.66868686868687	11.023866696226115	0.4836155296705683	310735.25
Surgical Specialty Center	Alex Jones	3	20.778181818181817	11.35813247735185	-1.5652381105460396	349909.18
Surgical Specialty Center	Avery Smith	24	20.778181818181817	11.35813247735185	0.2836573871842486	349909.18
Emergency Medical Center	Morgan Anderson	19	19.66868686868687	11.023866696226115	-0.06065810546455409	310735.25
Community Health Clinic	Riley Miller	4	20.16078431372549	11.04401051893677	-1.4633075807031488	334992.21
Pediatric Care Center	Cameron Anderson	35	19.811676082862522	10.999242478915267	1.3808518128636922	361811.04
Community Health Clinic	Riley Jones	19	20.16078431372549	11.04401051893677	-0.10510532489398977	334992.21
Emergency Medical Center	Jordan Martinez	30	19.66868686868687	11.023866696226115	0.9371768922831704	310735.25
Community Health Clinic	Jamie Davis	5	20.16078431372549	11.04401051893677	-1.3727607636492047	334992.21
Surgical Specialty Center	Cameron Martinez	28	20.778181818181817	11.35813247735185	0.635827958180494	349909.18
City General Hospital	Quinn Wilson	37	19.5630081300813	10.702137018258142	1.6293000024360282	295508.13
Pediatric Care Center	Riley Rodriguez	30	19.811676082862522	10.999242478915267	0.9262750536382609	361811.04
Northside Urgent Care	Quinn Anderson	6	20.137014314928425	10.581438670904161	-1.3360200587658322	297283.06
Northside Urgent Care	Taylor Smith	35	20.137014314928425	10.581438670904161	1.404628061204986	297283.06
Regional Medical Center	Alex Garcia	11	20.209205020920503	11.57593465333748	-0.7955474263380866	316284.98
Northside Urgent Care	Quinn Smith	19	20.137014314928425	10.581438670904161	-0.10745366015822401	297283.06
Cardiology Specialty Center	Riley Smith	12	19.31972789115646	10.484611924077868	-0.6981400879842521	276658.83
Northside Urgent Care	Jordan Miller	28	20.137014314928425	10.581438670904161	0.7430923081085816	297283.06
Primary Care Clinic	Drew Miller	28	20.102970297029703	11.077168491755957	0.7129104977366338	323315.71
Pediatric Care Center	Drew Williams	26	19.811676082862522	10.999242478915267	0.562613646257916	361811.04
Pediatric Care Center	Sam Williams	30	19.811676082862522	10.999242478915267	0.9262750536382609	361811.04
Cardiology Specialty Center	Quinn Smith	19	19.31972789115646	10.484611924077868	-0.03049496666845696	276658.83
Cardiology Specialty Center	Jamie Jones	11	19.31972789115646	10.484611924077868	-0.793517962457937	276658.83
Pediatric Care Center	Casey Martinez	24	19.811676082862522	10.999242478915267	0.3807829425677436	361811.04
Oncology Treatment Center	Quinn Smith	15	19.3811394891945	10.87238600488255	-0.4029602598019446	334927.3
Primary Care Clinic	Sam Williams	15	20.102970297029703	11.077168491755957	-0.4606746120028349	323315.71
Northside Urgent Care	Drew Miller	29	20.137014314928425	10.581438670904161	0.8375974156937822	297283.06
Pediatric Care Center	Alex Rodriguez	8	19.811676082862522	10.999242478915267	-1.073862686953636	361811.04
Primary Care Clinic	Cameron Williams	4	20.102970297029703	11.077168491755957	-1.45370816639777	323315.71
Community Health Clinic	Taylor Davis	26	20.16078431372549	11.04401051893677	0.5287223944836177	334992.21
Regional Medical Center	Sam Rodriguez	38	20.209205020920503	11.57593465333748	1.5368776268921143	316284.98
Community Health Clinic	Drew Wilson	38	20.16078431372549	11.04401051893677	1.6152841991309448	334992.21
Cardiology Specialty Center	Jordan Anderson	17	19.31972789115646	10.484611924077868	-0.221250715615827	276658.83
Oncology Treatment Center	Taylor Johnson	39	19.3811394891945	10.87238600488255	1.8044668853731922	334927.3
Northside Urgent Care	Avery Martinez	39	20.137014314928425	10.581438670904161	1.7826484915457883	297283.06
Emergency Medical Center	Alex Garcia	33	19.66868686868687	11.023866696226115	1.2093137098507316	310735.25
Oncology Treatment Center	Drew Williams	14	19.3811394891945	10.87238600488255	-0.4949363908509087	334927.3
Emergency Medical Center	Drew Williams	23	19.66868686868687	11.023866696226115	0.3021909846255275	310735.25
Cardiology Specialty Center	Casey Garcia	28	19.31972789115646	10.484611924077868	0.8279059035947082	276658.83
Northside Urgent Care	Cameron Johnson	22	20.137014314928425	10.581438670904161	0.17606166259737785	297283.06
Cardiology Specialty Center	Alex Garcia	17	19.31972789115646	10.484611924077868	-0.221250715615827	276658.83
Oncology Treatment Center	Casey Martinez	33	19.3811394891945	10.87238600488255	1.252610099079408	334927.3
Surgical Specialty Center	Jamie Jones	13	20.778181818181817	11.35813247735185	-0.6848116830554262	349909.18
Surgical Specialty Center	Casey Jones	30	20.778181818181817	11.35813247735185	0.8119132436786167	349909.18
Northside Urgent Care	Avery Miller	24	20.137014314928425	10.581438670904161	0.3650718777677791	297283.06
Oncology Treatment Center	Cameron Garcia	33	19.3811394891945	10.87238600488255	1.252610099079408	334927.3
Surgical Specialty Center	Avery Brown	26	20.778181818181817	11.35813247735185	0.4597426726823713	349909.18
Regional Medical Center	Alex Smith	35	20.209205020920503	11.57593465333748	1.2777192876443142	316284.98
Regional Medical Center	Alex Jones	14	20.209205020920503	11.57593465333748	-0.5363890870902865	316284.98
Pediatric Care Center	Taylor Smith	38	19.811676082862522	10.999242478915267	1.6535978683989507	361811.04
Northside Urgent Care	Morgan Wilson	13	20.137014314928425	10.581438670904161	-0.6744843056694277	297283.06
Regional Medical Center	Drew Williams	3	20.209205020920503	11.57593465333748	-1.4866363309988868	316284.98
Primary Care Clinic	Drew Williams	14	20.102970297029703	11.077168491755957	-0.5509503896751017	323315.71
Community Health Clinic	Jordan Wilson	30	20.16078431372549	11.04401051893677	0.8909096626993934	334992.21
Oncology Treatment Center	Casey Martinez	24	19.3811394891945	10.87238600488255	0.4248249196387317	334927.3
Oncology Treatment Center	Morgan Smith	21	19.3811394891945	10.87238600488255	0.1488965264918396	334927.3
Primary Care Clinic	Drew Jones	1	20.102970297029703	11.077168491755957	-1.7245354994145703	323315.71
Northside Urgent Care	Riley Miller	24	20.137014314928425	10.581438670904161	0.3650718777677791	297283.06
Surgical Specialty Center	Jamie Wilson	38	20.778181818181817	11.35813247735185	1.5162543856711075	349909.18
Surgical Specialty Center	Drew Rodriguez	27	20.778181818181817	11.35813247735185	0.5477853154314326	349909.18
Emergency Medical Center	Alex Garcia	22	19.66868686868687	11.023866696226115	0.21147871210300712	310735.25
Emergency Medical Center	Cameron Williams	4	19.66868686868687	11.023866696226115	-1.4213421933023602	310735.25
Primary Care Clinic	Taylor Rodriguez	22	20.102970297029703	11.077168491755957	0.1712558317030329	323315.71
Regional Medical Center	Drew Wilson	1	20.209205020920503	11.57593465333748	-1.6594085571640869	316284.98
Community Health Clinic	Taylor Rodriguez	11	20.16078431372549	11.04401051893677	-0.8294798613255412	334992.21
Emergency Medical Center	Avery Davis	36	19.66868686868687	11.023866696226115	1.4814505274182928	310735.25
Cardiology Specialty Center	Cameron Davis	20	19.31972789115646	10.484611924077868	0.06488290780522805	276658.83
Community Health Clinic	Sam Martinez	12	20.16078431372549	11.04401051893677	-0.7389330442715972	334992.21
Emergency Medical Center	Cameron Johnson	3	19.66868686868687	11.023866696226115	-1.5120544658248807	310735.25
Emergency Medical Center	Sam Rodriguez	21	19.66868686868687	11.023866696226115	0.12076643958048672	310735.25
City General Hospital	Jordan Rodriguez	22	19.5630081300813	10.702137018258142	0.22771077082652968	295508.13
Community Health Clinic	Riley Miller	20	20.16078431372549	11.04401051893677	-0.014558507840045835	334992.21
Primary Care Clinic	Alex Garcia	39	20.102970297029703	11.077168491755957	1.705944052131569	323315.71
Regional Medical Center	Riley Rodriguez	35	20.209205020920503	11.57593465333748	1.2777192876443142	316284.98
Surgical Specialty Center	Quinn Wilson	1	20.778181818181817	11.35813247735185	-1.7413233960441623	349909.18
Pediatric Care Center	Jamie Jones	11	19.811676082862522	10.999242478915267	-0.8011166314183774	361811.04
Oncology Treatment Center	Riley Miller	39	19.3811394891945	10.87238600488255	1.8044668853731922	334927.3
Emergency Medical Center	Avery Rodriguez	28	19.66868686868687	11.023866696226115	0.7557523472381296	310735.25
Regional Medical Center	Taylor Anderson	3	20.209205020920503	11.57593465333748	-1.4866363309988868	316284.98
Northside Urgent Care	Avery Jones	10	20.137014314928425	10.581438670904161	-0.9579996284250296	297283.06
Community Health Clinic	Drew Anderson	36	20.16078431372549	11.04401051893677	1.434190565023057	334992.21
Surgical Specialty Center	Avery Wilson	19	20.778181818181817	11.35813247735185	-0.1565558265610581	349909.18
Cardiology Specialty Center	Jamie Garcia	8	19.31972789115646	10.484611924077868	-1.0796515858789921	276658.83
Primary Care Clinic	Jamie Davis	5	20.102970297029703	11.077168491755957	-1.363432388725503	323315.71
Pediatric Care Center	Cameron Brown	9	19.811676082862522	10.999242478915267	-0.9829473351085499	361811.04
Community Health Clinic	Jamie Jones	32	20.16078431372549	11.04401051893677	1.0720032968072812	334992.21
Pediatric Care Center	Avery Jones	36	19.811676082862522	10.999242478915267	1.4717671647087784	361811.04
Emergency Medical Center	Jamie Jones	6	19.66868686868687	11.023866696226115	-1.2399176482573193	310735.25
Regional Medical Center	Quinn Garcia	14	20.209205020920503	11.57593465333748	-0.5363890870902865	316284.98
Surgical Specialty Center	Casey Williams	38	20.778181818181817	11.35813247735185	1.5162543856711075	349909.18
Community Health Clinic	Quinn Rodriguez	20	20.16078431372549	11.04401051893677	-0.014558507840045835	334992.21
Pediatric Care Center	Drew Anderson	25	19.811676082862522	10.999242478915267	0.4716982944128298	361811.04
Primary Care Clinic	Avery Brown	3	20.102970297029703	11.077168491755957	-1.5439839440700367	323315.71
Oncology Treatment Center	Casey Wilson	8	19.3811394891945	10.87238600488255	-1.046793177144693	334927.3
Community Health Clinic	Avery Martinez	39	20.16078431372549	11.04401051893677	1.7058310161848889	334992.21
City General Hospital	Cameron Jones	21	19.5630081300813	10.702137018258142	0.13427148871922978	295508.13
Pediatric Care Center	Jamie Wilson	35	19.811676082862522	10.999242478915267	1.3808518128636922	361811.04
Emergency Medical Center	Alex Garcia	24	19.66868686868687	11.023866696226115	0.3929032571480479	310735.25
Regional Medical Center	Cameron Jones	21	20.209205020920503	11.57593465333748	0.06831370448791373	316284.98
Cardiology Specialty Center	Quinn Rodriguez	5	19.31972789115646	10.484611924077868	-1.365785209300047	276658.83
Cardiology Specialty Center	Quinn Smith	15	19.31972789115646	10.484611924077868	-0.412006464563197	276658.83
Northside Urgent Care	Taylor Rodriguez	11	20.137014314928425	10.581438670904161	-0.863494520839829	297283.06
City General Hospital	Alex Jones	14	19.5630081300813	10.702137018258142	-0.5198034860318695	295508.13
Community Health Clinic	Riley Williams	17	20.16078431372549	11.04401051893677	-0.28619895900187764	334992.21
Regional Medical Center	Casey Rodriguez	24	20.209205020920503	11.57593465333748	0.3274720437357138	316284.98
Regional Medical Center	Jordan Miller	8	20.209205020920503	11.57593465333748	-1.0547057655858867	316284.98
Primary Care Clinic	Quinn Smith	24	20.102970297029703	11.077168491755957	0.35180738704756653	323315.71
Emergency Medical Center	Riley Miller	35	19.66868686868687	11.023866696226115	1.3907382548957723	310735.25
Regional Medical Center	Riley Miller	39	20.209205020920503	11.57593465333748	1.6232637399747143	316284.98
Regional Medical Center	Riley Smith	21	20.209205020920503	11.57593465333748	0.06831370448791373	316284.98
Pediatric Care Center	Drew Davis	28	19.811676082862522	10.999242478915267	0.7444443499480885	361811.04
Regional Medical Center	Quinn Smith	15	20.209205020920503	11.57593465333748	-0.45000297400768646	316284.98
Surgical Specialty Center	Alex Garcia	6	20.778181818181817	11.35813247735185	-1.3011101822988556	349909.18
City General Hospital	Riley Smith	12	19.5630081300813	10.702137018258142	-0.7066820502464694	295508.13
Pediatric Care Center	Cameron Anderson	39	19.811676082862522	10.999242478915267	1.744513220244037	361811.04
Emergency Medical Center	Jamie Davis	22	19.66868686868687	11.023866696226115	0.21147871210300712	310735.25
Emergency Medical Center	Sam Jones	28	19.66868686868687	11.023866696226115	0.7557523472381296	310735.25
Cardiology Specialty Center	Alex Wilson	35	19.31972789115646	10.484611924077868	1.4955510249105033	276658.83
Surgical Specialty Center	Jordan Wilson	30	20.778181818181817	11.35813247735185	0.8119132436786167	349909.18
Oncology Treatment Center	Sam Martinez	38	19.3811394891945	10.87238600488255	1.7124907543242283	334927.3
Surgical Specialty Center	Jordan Anderson	34	20.778181818181817	11.35813247735185	1.164083814674862	349909.18
City General Hospital	Cameron Wilson	5	19.5630081300813	10.702137018258142	-1.3607570249975687	295508.13
Emergency Medical Center	Drew Garcia	38	19.66868686868687	11.023866696226115	1.6628750724633337	310735.25
Surgical Specialty Center	Jordan Miller	30	20.778181818181817	11.35813247735185	0.8119132436786167	349909.18
City General Hospital	Alex Rodriguez	8	19.5630081300813	10.702137018258142	-1.080439178675669	295508.13
City General Hospital	Alex Jones	4	19.5630081300813	10.702137018258142	-1.4541963071048687	295508.13
Cardiology Specialty Center	Quinn Jones	32	19.31972789115646	10.484611924077868	1.2094174014894483	276658.83
Regional Medical Center	Sam Williams	38	20.209205020920503	11.57593465333748	1.5368776268921143	316284.98
Pediatric Care Center	Drew Davis	35	19.811676082862522	10.999242478915267	1.3808518128636922	361811.04
Northside Urgent Care	Alex Garcia	38	20.137014314928425	10.581438670904161	1.6881433839605877	297283.06
Pediatric Care Center	Morgan Garcia	36	19.811676082862522	10.999242478915267	1.4717671647087784	361811.04
Oncology Treatment Center	Jamie Wilson	23	19.3811394891945	10.87238600488255	0.3328487885897677	334927.3
Oncology Treatment Center	Cameron Davis	36	19.3811394891945	10.87238600488255	1.5285384922263001	334927.3
Pediatric Care Center	Drew Davis	24	19.811676082862522	10.999242478915267	0.3807829425677436	361811.04
Surgical Specialty Center	Riley Brown	27	20.778181818181817	11.35813247735185	0.5477853154314326	349909.18
Primary Care Clinic	Riley Miller	37	20.102970297029703	11.077168491755957	1.5253924967870351	323315.71
Pediatric Care Center	Quinn Brown	16	19.811676082862522	10.999242478915267	-0.3465398721929463	361811.04
Oncology Treatment Center	Riley Smith	21	19.3811394891945	10.87238600488255	0.1488965264918396	334927.3
Pediatric Care Center	Alex Davis	12	19.811676082862522	10.999242478915267	-0.7102012795732913	361811.04
Oncology Treatment Center	Jordan Anderson	17	19.3811394891945	10.87238600488255	-0.21900799770401655	334927.3
